Category_Technology,Category_Office Supplies,Category_Furniture,City,Sales
0,0,1,denver,777.4029000844957
1,0,0,charlotte,1019.8417873468086
1,0,0,charlotte,951.5154965580138
0,0,1,seattle,846.7839704980636
0,1,0,austin,834.141962779941
1,0,0,san antonio,995.0601382459844
1,0,0,dallas,827.2769617590395
0,0,1,houston,804.3382769865657
0,0,1,fort worth,870.4119280549957
0,1,0,houston,843.0774738197683
1,0,0,denver,824.2598949230679
1,0,0,los angeles,951.0402933069188
1,0,0,dallas,846.3867503238453
0,1,0,jacksonville,862.8579934289359
0,1,0,los angeles,889.4733525864638
1,0,0,philadelphia,928.5202550731142
1,0,0,phoenix,991.6731754442516
0,1,0,phoenix,914.6643263885894
1,0,0,washington,854.2866306188453
1,0,0,phoenix,986.3857220096578
0,0,1,houston,831.0008630321677
1,0,0,dallas,978.4825067894888
0,1,0,san jose,
0,1,0,charlotte,868.204324897257
0,0,1,san jose,855.4873299039828
0,0,1,san jose,918.6899038866716
0,0,1,denver,769.8570998708955
0,0,1,san jose,905.2541390316704
0,1,0,philadelphia,829.2926330657237
1,0,0,indianapolis,871.7683726567839
0,1,0,phoenix,912.6947085091748
0,0,1,philadelphia,904.3632606283892
1,0,0,san francisco,970.5311102864272
1,0,0,denver,911.197840400456
1,0,0,seattle,999.7034509478416
0,1,0,houston,771.5678506028714
1,0,0,san diego,916.917797918436
0,1,0,charlotte,791.7381401728223
0,0,1,denver,769.9156439203476
0,0,1,washington,808.6048505250379
0,1,0,chicago,767.5246484419231
1,0,0,san jose,1085.4361201123252
1,0,0,los angeles,892.6511609221781
0,0,1,houston,712.5823355364697
0,1,0,philadelphia,906.228517838894
0,0,1,austin,942.3249120134662
1,0,0,columbus,857.053514778006
0,1,0,charlotte,977.3835228876308
0,0,1,denver,714.1689472628537
1,0,0,los angeles,965.4728549793932
1,0,0,indianapolis,849.4451647960985
0,1,0,dallas,730.4791110860355
1,0,0,indianapolis,984.019913896871
1,0,0,san francisco,935.834836514564
0,1,0,san antonio,801.0780658400978
1,0,0,denver,843.0618155566874
0,1,0,chicago,785.7709417685107
1,0,0,new york,857.9018242040818
0,0,1,houston,865.9804262304402
0,1,0,seattle,802.3842696531289
0,0,1,san diego,920.8782225848532
1,0,0,denver,869.3963172498334
0,0,1,philadelphia,966.4917499587168
1,0,0,new york,948.2754875873238
0,0,1,san diego,954.046491613285
0,1,0,new york,805.5473343810136
1,0,0,denver,
0,1,0,austin,853.3708866235778
0,1,0,san francisco,797.6931065361019
1,0,0,austin,933.3395580960696
0,0,1,denver,771.9922888498224
0,1,0,san jose,876.7250284605205
0,0,1,jacksonville,794.8346180946135
0,0,1,new york,772.1299754663703
1,0,0,san antonio,831.2782084270822
1,0,0,indianapolis,888.0168347417708
0,1,0,san jose,885.0623989073988
1,0,0,philadelphia,956.7662248380084
0,0,1,indianapolis,863.7115637884326
1,0,0,seattle,848.0595321338974
0,1,0,phoenix,878.0437053660945
0,1,0,seattle,800.708168021774
0,0,1,indianapolis,776.9659830663613
0,1,0,charlotte,846.3728785101748
0,1,0,san diego,791.5252009972778
0,1,0,fort worth,777.6376984530723
1,0,0,charlotte,1000.6714436827776
0,1,0,austin,840.6803084242703
1,0,0,philadelphia,937.394773794118
0,1,0,chicago,778.8611064263379
1,0,0,new york,798.4124416245772
1,0,0,seattle,899.7178733221135
1,0,0,phoenix,1037.0887742260843
0,0,1,fort worth,779.801836489351
0,0,1,san jose,909.1572419962524
1,0,0,phoenix,1010.2280874651224
0,1,0,columbus,817.7336670537575
1,0,0,indianapolis,867.0919540862425
0,0,1,new york,828.0735736968279
1,0,0,los angeles,841.2221212315918
1,0,0,san antonio,940.55764104489
0,1,0,san jose,800.8312493794298
1,0,0,washington,765.7407563939405
0,0,1,san antonio,916.4051534724967
1,0,0,charlotte,990.3493149196556
1,0,0,phoenix,1002.9867847528932
0,1,0,jacksonville,757.1745173032672
0,1,0,indianapolis,787.31819830878
0,0,1,charlotte,11087.574658611262
1,0,0,washington,852.6378673519125
0,1,0,charlotte,919.6877062094784
1,0,0,denver,851.5104353399302
1,0,0,san francisco,864.1807103953593
0,0,1,jacksonville,775.7240788944225
0,0,1,san jose,936.0344687930232
1,0,0,los angeles,955.973808371342
1,0,0,san antonio,876.8435804974989
0,0,1,fort worth,849.448946735462
0,1,0,chicago,724.8610675633262
0,0,1,san francisco,886.4651151647993
0,0,1,new york,832.6457232330728
0,0,1,chicago,835.391808628159
1,0,0,san jose,933.129482584386
1,0,0,san francisco,916.8775431743423
1,0,0,philadelphia,943.115637933268
1,0,0,washington,848.3163253932529
0,0,1,san francisco,773.1186176726078
0,0,1,san antonio,827.39239195741
0,1,0,phoenix,832.7252348537734
1,0,0,houston,866.640475631937
1,0,0,seattle,927.7827887788936
0,0,1,chicago,791.6034111788954
0,1,0,indianapolis,755.7777730885533
1,0,0,seattle,982.319263223055
1,0,0,seattle,904.5554281542418
0,1,0,los angeles,776.1553777798049
0,0,1,fort worth,731.0175619905353
1,0,0,san francisco,856.3038743315386
0,0,1,phoenix,864.356519096142
0,1,0,chicago,870.893686020019
0,0,1,phoenix,866.5771238853505
1,0,0,phoenix,961.5521464169124
1,0,0,phoenix,977.5378779439436
1,0,0,chicago,
1,0,0,chicago,872.4012120929634
1,0,0,washington,843.484274619965
1,0,0,seattle,869.1731724210058
1,0,0,washington,886.8189996339911
0,0,1,houston,766.7830271230089
0,0,1,new york,775.7909428630618
0,0,1,charlotte,895.47478390848
0,1,0,san diego,753.7757829398672
0,1,0,indianapolis,856.5308292260299
0,1,0,san diego,849.8276355035689
0,1,0,san antonio,
1,0,0,san diego,944.2718018370244
1,0,0,jacksonville,970.2296515021284
0,0,1,charlotte,939.3732332027956
0,0,1,jacksonville,880.3090660497668
1,0,0,denver,752.3140486729409
0,1,0,san jose,822.2835201511905
0,1,0,san antonio,817.8463887627986
1,0,0,jacksonville,897.0593882394944
0,0,1,washington,815.1809490663583
1,0,0,phoenix,981.6497638545352
0,1,0,charlotte,895.710146896499
1,0,0,dallas,921.255790854392
1,0,0,san antonio,949.449676055207
1,0,0,washington,929.2043699788748
0,1,0,columbus,840.6116808713239
1,0,0,austin,970.7332224437682
0,1,0,san antonio,920.0824394282154
0,1,0,san jose,935.9665267460808
0,1,0,dallas,737.6524547767232
0,1,0,houston,770.6301665528647
1,0,0,charlotte,878.8690929042192
1,0,0,san jose,884.2900859158826
0,0,1,denver,784.025283483212
0,0,1,indianapolis,770.2277535668127
1,0,0,dallas,853.3328524962872
0,1,0,fort worth,781.4246931198292
1,0,0,new york,942.2645152924864
0,1,0,los angeles,861.5875968236554
0,1,0,fort worth,785.6596868483986
1,0,0,dallas,823.6440290468939
0,0,1,san antonio,838.130593935012
1,0,0,charlotte,1002.8591662703606
0,1,0,denver,717.6941749229826
0,0,1,san antonio,802.6541631218073
0,0,1,philadelphia,947.6158562802078
1,0,0,seattle,895.5818681707747
0,1,0,denver,748.4540480096439
0,0,1,austin,967.4900967826176
0,0,1,jacksonville,898.440404182518
0,0,1,san jose,1007.0558995369652
1,0,0,fort worth,832.4294104996793
1,0,0,jacksonville,915.4866790445044
0,0,1,san jose,918.9504235278677
1,0,0,washington,885.9157915872674
0,1,0,seattle,741.2809412107547
0,0,1,houston,730.8763332782394
0,0,1,phoenix,906.98919318856
1,0,0,phoenix,916.8743705012952
1,0,0,jacksonville,940.9103810275644
1,0,0,chicago,796.9661316320701
1,0,0,san diego,849.089955637686
1,0,0,los angeles,882.1668762375572
1,0,0,seattle,821.0962497033545
1,0,0,dallas,961.8001566048664
1,0,0,fort worth,855.8541313031855
1,0,0,san antonio,885.8599647317986
0,1,0,san jose,891.398201281316
1,0,0,dallas,922.1924268010372
1,0,0,san francisco,909.3479450542144
1,0,0,phoenix,955.5954253553969
1,0,0,jacksonville,844.8263537647935
1,0,0,new york,912.545465946061
1,0,0,jacksonville,964.8351545093096
1,0,0,philadelphia,962.0140122566354
1,0,0,denver,816.5607249844489
1,0,0,denver,868.0747883750347
1,0,0,charlotte,971.1324947000278
1,0,0,denver,798.1823808712979
0,1,0,chicago,746.865565039602
0,0,1,san jose,1007.4242883989132
1,0,0,seattle,830.6222566445452
1,0,0,fort worth,830.4689823287786
0,1,0,seattle,750.5643312738118
1,0,0,chicago,828.9850078904193
0,0,1,,799.7261802920241
0,0,1,jacksonville,866.419105073063
0,1,0,washington,834.4281265310566
0,0,1,san antonio,876.1660796964159
0,1,0,san diego,785.7809089418232
1,0,0,dallas,954.9957572945162
0,0,1,columbus,726.5718239497915
1,0,0,phoenix,992.6739076406078
1,0,0,denver,807.6620690485602
0,1,0,charlotte,868.4538411268152
0,0,1,jacksonville,872.1549963775362
1,0,0,houston,770.731194514176
0,0,1,san diego,877.0826909125509
0,1,0,san antonio,826.9238533956764
1,0,0,san francisco,972.116884108168
1,0,0,philadelphia,1108.757465861126
0,1,0,phoenix,781.3515097131224
1,0,0,columbus,950.8576841916268
0,0,1,fort worth,813.1059882930119
0,0,1,san jose,877.5714380433951
0,1,0,seattle,816.4526585127584
1,0,0,houston,785.8854302156839
1,0,0,san diego,857.8693683097986
1,0,0,austin,875.2420680884206
1,0,0,indianapolis,891.3044505061615
1,0,0,seattle,914.3505912509656
0,1,0,austin,821.2808152469809
0,0,1,charlotte,997.1800906845824
0,1,0,jacksonville,760.85221550826
0,0,1,fort worth,879.1494797072786
1,0,0,charlotte,977.104043851677
0,0,1,new york,797.1815838494351
1,0,0,charlotte,965.2509298375882
0,1,0,san francisco,736.3128730551905
1,0,0,philadelphia,983.8366681522136
1,0,0,jacksonville,895.5275039681856
0,1,0,san diego,846.3723730558551
0,0,1,san antonio,909.957619654237
0,0,1,los angeles,858.7807888426603
0,1,0,jacksonville,720.1839172611269
1,0,0,columbus,926.6181666236524
0,1,0,charlotte,871.7331983389832
0,0,1,austin,817.2968694468312
1,0,0,washington,884.480740198232
0,1,0,dallas,797.2561986954144
0,0,1,san jose,900.0760179534836
0,0,1,indianapolis,804.1081571581442
0,1,0,jacksonville,764.2367444301648
0,1,0,philadelphia,893.8063339757814
1,0,0,denver,865.9995692496439
0,0,1,austin,866.5885649854448
0,1,0,dallas,858.8985289394122
0,0,1,philadelphia,889.709846533702
0,0,1,charlotte,785.6740771092568
0,1,0,washington,
1,0,0,charlotte,1022.5468784018162
0,0,1,philadelphia,912.6733981725032
1,0,0,phoenix,877.2610110957861
1,0,0,houston,799.595427807507
0,1,0,los angeles,748.9506792112971
0,0,1,philadelphia,894.235687745702
0,0,1,dallas,814.9147511769916
0,1,0,indianapolis,788.6927304466976
1,0,0,columbus,886.4219352480617
0,0,1,san antonio,874.820189103606
0,1,0,denver,847.9676562880488
0,1,0,new york,824.041467015746
0,0,1,washington,857.640233181865
0,1,0,san francisco,708.3419026951082
0,1,0,seattle,760.4097201254679
1,0,0,chicago,792.1488002112562
1,0,0,seattle,859.5473596077193
0,0,1,los angeles,
0,0,1,san jose,898.3585723041188
0,1,0,austin,915.6220797579962
1,0,0,chicago,906.6567601031412
0,1,0,san antonio,818.5226386686015
1,0,0,san diego,974.8023204710156
0,1,0,denver,827.2208004884908
0,0,1,seattle,870.7193635212889
0,1,0,fort worth,776.4983556811064
0,1,0,fort worth,796.6684404637481
1,0,0,denver,788.6706656313795
1,0,0,jacksonville,
0,1,0,indianapolis,762.8004745141803
0,1,0,jacksonville,775.5627844571718
1,0,0,fort worth,825.5252102634322
1,0,0,jacksonville,943.9022610817988
1,0,0,denver,867.5029095771959
1,0,0,columbus,893.0495366096204
0,1,0,san antonio,887.2290035633314
1,0,0,fort worth,855.2335822371563
0,0,1,philadelphia,903.56103783946
1,0,0,denver,927.0646562219616
1,0,0,denver,784.4630310142232
1,0,0,houston,853.5595559989949
1,0,0,denver,822.1178783271292
1,0,0,dallas,892.6339559410918
0,0,1,charlotte,949.598246736072
0,1,0,houston,782.3795366142023
1,0,0,philadelphia,1024.3119540949235
1,0,0,san diego,907.3736336594568
0,0,1,,911.488935893136
1,0,0,phoenix,985.3301107175884
1,0,0,san jose,1012.375084665306
0,1,0,fort worth,699.9848091430823
1,0,0,columbus,895.7060587339839
1,0,0,san antonio,896.2377837285911
0,1,0,washington,773.357628519218
0,1,0,philadelphia,855.1655673356138
0,1,0,san antonio,779.8626696853858
1,0,0,phoenix,908.0738368588388
0,0,1,seattle,840.4487992514858
0,0,1,JACKSONVILLE,861.9202895877947
0,0,1,philadelphia,892.8496099963135
0,0,1,new york,890.4905983433437
0,0,1,houston,
0,1,0,denver,779.6562560491972
1,0,0,jacksonville,891.9382237726658
1,0,0,san francisco,853.3868629787667
0,0,1,chicago,840.502904418399
0,1,0,washington,842.858786668415
0,1,0,san diego,917.4239705048672
1,0,0,austin,1031.8077899243344
1,0,0,charlotte,1013.1654814153054
1,0,0,dallas,898.5096685023582
1,0,0,chicago,819.5665984559807
1,0,0,phoenix,954.0139226084932
1,0,0,washington,858.2060931264438
1,0,0,columbus,875.3397982296373
1,0,0,san francisco,863.02938935866
1,0,0,philadelphia,1010.8930984218188
0,1,0,houston,737.3067603296479
0,0,1,san diego,852.248479642825
0,1,0,denver,723.1986687894467
0,0,1,phoenix,920.6149994137184
1,0,0,fort worth,939.8387263027898
1,0,0,charlotte,970.4895851694732
0,0,1,new york,845.0870274233145
1,0,0,fort worth,961.7630281520032
0,1,0,austin,922.1721269625646
1,0,0,san diego,949.38724087761
0,1,0,san diego,847.2848883128719
1,0,0,,849.8467046103543
1,0,0,fort worth,829.9565275558696
0,1,0,chicago,779.0704076502517
1,0,0,houston,859.3387052579145
0,1,0,washington,726.5117565483577
0,1,0,san francisco,834.164833197372
0,0,1,san francisco,11087.574658611262
0,1,0,fort worth,821.3660367856439
1,0,0,dallas,875.2295744105326
1,0,0,san jose,960.8039884982066
1,0,0,jacksonville,847.1301775247009
0,0,1,columbus,788.6070132440683
1,0,0,new york,946.88821825388
0,0,1,columbus,843.448187349449
1,0,0,columbus,899.4651190261319
1,0,0,san diego,1000.032347844156
1,0,0,charlotte,905.120568982888
0,0,1,columbus,863.5627858520695
1,0,0,new york,801.6054567653425
1,0,0,charlotte,949.1174028973314
0,0,1,seattle,790.7456487645732
1,0,0,san antonio,958.92952729661
0,1,0,san francisco,704.5136823970188
1,0,0,indianapolis,852.4957744323602
0,1,0,denver,701.0614903400811
0,1,0,fort worth,722.2595813697994
1,0,0,dallas,842.9644417906213
0,0,1,san francisco,914.9552268749316
0,1,0,chicago,755.2385274984234
0,0,1,new york,917.3662848007452
0,0,1,charlotte,1017.8293163423268
0,0,1,san diego,975.6841934311776
0,1,0,fort worth,762.0616539523928
1,0,0,san diego,930.517856968568
0,0,1,indianapolis,832.8977821431388
0,0,1,columbus,811.6256085719618
1,0,0,san antonio,937.2185129420976
1,0,0,san francisco,852.2401896431676
1,0,0,charlotte,877.2262118601177
1,0,0,denver,894.7067299710807
1,0,0,philadelphia,955.5113347641748
1,0,0,new york,832.1654080980569
1,0,0,jacksonville,851.4886848665378
0,1,0,seattle,873.7560910382699
0,1,0,charlotte,894.2056395461047
1,0,0,jacksonville,817.8846408768158
0,1,0,washington,709.6506793706072
0,1,0,fort worth,750.4060197091491
0,1,0,san diego,843.8204679171016
1,0,0,new york,841.2714310813575
1,0,0,san antonio,907.3526662577336
0,1,0,san francisco,804.7275594115089
1,0,0,fort worth,871.7634204551338
0,0,1,fort worth,695.2431890500371
0,1,0,dallas,789.0820685901532
0,1,0,san francisco,712.3570178529826
0,0,1,houston,786.6800759249522
1,0,0,fort worth,839.9292476545751
1,0,0,jacksonville,840.0633550399907
1,0,0,phoenix,1001.1583602000608
0,0,1,san antonio,809.8012070051623
1,0,0,san diego,893.8531555306267
0,1,0,phoenix,902.9367086501596
1,0,0,dallas,850.4249797005169
0,0,1,columbus,792.0745004657288
0,1,0,jacksonville,780.5922277973685
0,0,1,houston,828.025126028555
1,0,0,washington,941.3153802397104
1,0,0,san diego,873.1939201031088
1,0,0,indianapolis,821.2459017266955
1,0,0,san diego,906.1832297536732
0,0,1,new york,842.5070325633587
1,0,0,washington,830.487666800132
1,0,0,los angeles,937.4281683943076
0,0,1,houston,755.1361124273719
0,0,1,new york,735.9572705252019
0,0,1,san antonio,892.5887640582838
1,0,0,new york,913.3794736573122
0,1,0,dallas,830.2325317816379
0,1,0,chicago,672.4050101421437
0,1,0,jacksonville,760.7192474238573
1,0,0,denver,846.4470915900629
0,1,0,san francisco,886.8479086708942
1,0,0,charlotte,963.039930251047
1,0,0,san jose,900.674165598727
0,0,1,philadelphia,937.8370232377396
0,0,1,indianapolis,879.4728112898057
1,0,0,indianapolis,918.8319471480418
0,1,0,denver,787.08990821639
0,1,0,seattle,811.1316183554082
1,0,0,austin,848.6123845274553
1,0,0,san antonio,917.2833227526856
0,0,1,san jose,926.9070131265868
1,0,0,san antonio,908.0045162874452
0,0,1,phoenix,944.3549943744682
0,1,0,jacksonville,785.2001098613653
0,0,1,charlotte,902.57183974986
1,0,0,seattle,949.9498860826128
0,1,0,chicago,751.3205643112159
0,1,0,washington,772.2327036069562
0,1,0,san francisco,843.8765639840941
1,0,0,phoenix,908.4665624373388
1,0,0,fort worth,809.0406833919316
1,0,0,denver,926.8970077825428
1,0,0,jacksonville,864.3643998156796
1,0,0,phoenix,993.621621584305
0,1,0,philadelphia,784.2339484079863
1,0,0,san antonio,790.8474203445666
1,0,0,san jose,986.211502917263
1,0,0,charlotte,964.6239674105262
0,1,0,san diego,838.6815720832024
1,0,0,dallas,971.735440130492
1,0,0,houston,789.1329090043807
0,0,1,san diego,871.9093947123215
1,0,0,san antonio,989.8733042791292
0,1,0,san francisco,744.350494325167
0,1,0,chicago,742.7636482113584
0,0,1,indianapolis,725.6357397999201
0,0,1,austin,1023.8924629584292
0,1,0,dallas,667.7729746916095
1,0,0,phoenix,998.929285132172
0,0,1,san jose,852.0100019609911
0,0,1,san francisco,796.4553883800652
1,0,0,columbus,933.1976968611608
0,1,0,houston,713.8744783852778
1,0,0,washington,901.5893785613534
1,0,0,los angeles,972.0015791922496
1,0,0,jacksonville,904.034849282618
0,0,1,new york,875.4642924607082
0,0,1,washington,823.0336597801341
0,1,0,phoenix,865.3503042639273
1,0,0,philadelphia,941.2535452080888
0,1,0,austin,958.4429716836564
0,1,0,san diego,857.1422247057665
0,0,1,san antonio,892.0902637226337
1,0,0,houston,889.5147379039802
1,0,0,philadelphia,939.1354832441828
0,0,1,charlotte,967.5485942926224
0,0,1,washington,896.7940390745956
0,0,1,san francisco,779.9651189149782
0,1,0,columbus,807.0781400769176
1,0,0,jacksonville,897.1395034916895
1,0,0,jacksonville,868.0407531812252
1,0,0,charlotte,916.3372004777402
1,0,0,san francisco,951.5959831493988
0,1,0,fort worth,775.3994831462478
0,1,0,austin,851.6434998248897
0,0,1,indianapolis,841.1191056749911
1,0,0,san francisco,892.6259606240441
0,0,1,columbus,794.796413912646
1,0,0,san jose,974.4476023972776
1,0,0,,892.5997018209074
0,1,0,charlotte,782.2906024240817
0,0,1,san francisco,817.5216702612029
0,0,1,san jose,854.7802499399463
1,0,0,houston,768.429886242215
0,0,1,dallas,851.3849686461309
1,0,0,washington,835.5616535085046
0,0,1,dallas,880.0703147759563
1,0,0,washington,777.5701841828029
1,0,0,austin,947.1123032583388
0,1,0,austin,831.2036845361779
1,0,0,san antonio,837.1017662898314
1,0,0,san jose,968.254351609074
0,1,0,houston,676.4667726851034
1,0,0,phoenix,970.1357919811144
0,1,0,phoenix,895.0379379636727
1,0,0,austin,975.3776588162378
0,0,1,dallas,847.6941747987935
0,0,1,charlotte,972.5617452537
1,0,0,dallas,876.6618299436481
1,0,0,houston,809.6986178557406
1,0,0,los angeles,872.5524247421938
1,0,0,columbus,850.6312942650887
1,0,0,chicago,819.83306492282
0,1,0,seattle,837.2105651721179
1,0,0,philadelphia,999.3451414341688
0,1,0,austin,778.7498382459581
0,0,1,seattle,806.683776859233
1,0,0,jacksonville,839.4007322559266
0,1,0,phoenix,874.8673002876704
0,1,0,dallas,831.8254755561678
0,1,0,washington,791.4093011670892
0,0,1,seattle,812.9403769176669
1,0,0,denver,843.0510848830723
0,0,1,chicago,752.3574371715849
1,0,0,dallas,812.1918741609079
1,0,0,houston,893.3024857462347
0,1,0,indianapolis,836.2056101565627
1,0,0,indianapolis,828.2615735595216
1,0,0,los angeles,905.4059410066266
1,0,0,dallas,914.0261880000636
0,0,1,dallas,744.8078899080575
1,0,0,phoenix,906.5656694182202
1,0,0,san francisco,998.6817742622292
1,0,0,san francisco,851.1141751055296
0,1,0,chicago,753.9082845290421
1,0,0,denver,828.8532819801984
0,0,1,chicago,722.2610321055013
0,1,0,philadelphia,877.1361269252209
0,1,0,houston,749.7374187850567
0,0,1,fort worth,824.0425607210062
0,1,0,fort worth,760.7712221325992
0,0,1,austin,889.0069529505904
1,0,0,phoenix,933.1363899823972
0,0,1,new york,805.991198542002
1,0,0,dallas,828.5655140576538
1,0,0,indianapolis,822.3097693806346
0,0,1,new york,782.4043160134821
1,0,0,chicago,900.6705246947618
1,0,0,san francisco,914.3051285229006
1,0,0,san jose,969.3566924090918
1,0,0,san diego,1017.113260542996
0,0,1,jacksonville,797.7152345027787
1,0,0,san francisco,954.9388407626648
0,0,1,dallas,814.9984912756114
1,0,0,san jose,975.8582342470132
1,0,0,washington,902.5568115730392
0,0,1,dallas,804.1231731154028
1,0,0,san francisco,846.1651080913192
1,0,0,new york,836.4112084487497
1,0,0,los angeles,797.6858091483217
0,1,0,denver,789.3398078660642
1,0,0,columbus,909.136981333006
0,1,0,san diego,899.1825278046192
1,0,0,philadelphia,993.7464454534356
0,0,1,jacksonville,876.761237371318
0,0,1,san francisco,844.9226822065322
1,0,0,columbus,903.2439610408022
1,0,0,new york,935.479646682996
0,0,1,austin,921.073610842932
0,1,0,chicago,745.9384221080625
1,0,0,denver,847.9886882719239
0,1,0,seattle,835.593180161675
1,0,0,washington,844.4368296862085
1,0,0,los angeles,947.4533163085576
1,0,0,san antonio,1011.429893584535
1,0,0,san diego,965.0731067415904
0,1,0,denver,796.3567951604373
1,0,0,san francisco,916.3816130528752
0,1,0,san jose,829.156525820891
1,0,0,new york,837.6209016981794
0,1,0,philadelphia,829.1188804925255
1,0,0,fort worth,892.7366034424278
0,1,0,columbus,760.5268556356465
0,0,1,chicago,820.550380404065
1,0,0,austin,982.9328215326432
1,0,0,chicago,829.9789355870715
1,0,0,denver,833.9038100186003
1,0,0,san jose,984.1441400814618
0,0,1,san francisco,834.4573065445331
1,0,0,austin,952.1274484221202
0,0,1,san francisco,797.3672491851638
0,0,1,fort worth,805.8044241325633
1,0,0,phoenix,1041.6084988933924
0,1,0,houston,728.6823747399527
0,0,1,fort worth,757.6494592477959
0,0,1,dallas,875.9068078805702
0,0,1,indianapolis,840.1677465920814
1,0,0,los angeles,913.6309221258804
1,0,0,phoenix,893.067901708375
1,0,0,charlotte,912.1693158400964
1,0,0,san antonio,839.134057510149
0,0,1,new york,852.5765750575224
0,1,0,jacksonville,844.9934464250865
1,0,0,austin,985.2633803386072
1,0,0,jacksonville,991.4951198858332
1,0,0,denver,836.9048168417295
0,0,1,jacksonville,827.8165279332582
1,0,0,,899.3280945697439
1,0,0,columbus,868.5250792128343
1,0,0,los angeles,927.9355454924904
0,0,1,los angeles,821.0189530530639
0,0,1,houston,731.2637827528752
0,1,0,washington,679.5329710504208
0,0,1,charlotte,945.0256311882686
0,0,1,san jose,891.704443969527
0,0,1,fort worth,756.5229509774413
0,0,1,los angeles,822.0470465000392
0,0,1,chicago,919.6265951297726
1,0,0,denver,803.4553303581902
1,0,0,philadelphia,1009.35957651749
0,1,0,denver,780.0546785724575
0,1,0,washington,836.0716409006569
1,0,0,denver,852.845356419293
0,1,0,san diego,741.9827800784656
0,0,1,columbus,879.6272652390381
0,0,1,san jose,905.5088842443604
1,0,0,chicago,935.7231564905976
1,0,0,philadelphia,1013.7984446655848
1,0,0,san francisco,948.7934796190316
1,0,0,seattle,1016.424085466269
1,0,0,columbus,894.0999022447979
0,0,1,denver,881.1427534905642
1,0,0,san jose,947.7577232985144
0,1,0,san francisco,826.0355698332835
0,1,0,houston,725.8864640214068
1,0,0,los angeles,926.9619919528816
1,0,0,chicago,890.7402748636719
0,1,0,san antonio,712.971672824696
0,0,1,charlotte,890.4136053171607
0,1,0,san jose,879.5157852436172
1,0,0,denver,746.130350889451
1,0,0,indianapolis,859.2077814647407
1,0,0,denver,909.4235144919808
1,0,0,phoenix,1024.0123241612853
1,0,0,washington,829.8777643160785
0,0,1,fort worth,883.2203086773934
1,0,0,fort worth,925.40582565848
0,1,0,austin,754.6054651380568
0,1,0,austin,867.7895956492162
0,0,1,charlotte,932.3214605605984
1,0,0,san francisco,974.9397608946372
1,0,0,indianapolis,878.3192480462538
1,0,0,seattle,967.6865519804026
0,1,0,denver,719.9609157301452
0,0,1,houston,721.0975373300568
0,1,0,phoenix,826.6080906188947
0,1,0,san antonio,894.8494218340157
0,0,1,los angeles,899.2959690003223
0,1,0,new york,897.1230716820075
1,0,0,jacksonville,821.8335277294932
1,0,0,san jose,1020.066098984678
1,0,0,san diego,957.7433099886712
1,0,0,new york,866.7341631418519
0,0,1,jacksonville,882.7963795831363
0,0,1,los angeles,859.9982405461742
1,0,0,san jose,991.0153757770752
0,0,1,indianapolis,848.0274965501791
1,0,0,chicago,921.0054647627528
1,0,0,san antonio,920.3405833080202
1,0,0,jacksonville,982.8668027306436
0,1,0,san diego,809.2137337552441
1,0,0,washington,963.1878810344068
1,0,0,jacksonville,837.607803577879
1,0,0,chicago,822.7470237660366
0,0,1,indianapolis,767.6744867322087
0,0,1,dallas,875.8430390862842
1,0,0,san jose,927.7269240346398
0,0,1,philadelphia,997.5062680301774
0,0,1,new york,804.6763144563569
0,0,1,jacksonville,863.964284912419
0,1,0,phoenix,891.0043762718368
0,1,0,fort worth,714.2127838450339
0,0,1,san francisco,779.4613281615148
0,1,0,austin,876.144160001709
0,0,1,san diego,856.1379184883768
0,0,1,phoenix,933.9224503942102
0,1,0,los angeles,735.717096034768
1,0,0,jacksonville,876.1621416047108
1,0,0,los angeles,893.9081179204048
0,0,1,charlotte,799.1265131779703
1,0,0,chicago,921.7728635478584
1,0,0,san jose,930.1279077441956
0,1,0,denver,833.9580670836295
0,0,1,san diego,835.3584641042928
0,1,0,san antonio,789.9336632003524
1,0,0,new york,
1,0,0,jacksonville,951.3306365544298
0,1,0,phoenix,881.7080924755099
0,0,1,charlotte,991.0067855566252
0,0,1,houston,790.6325503280827
1,0,0,indianapolis,861.914212660846
1,0,0,los angeles,818.8993384114835
1,0,0,jacksonville,862.7977811565245
1,0,0,new york,889.5249327383644
0,1,0,jacksonville,813.3600418733203
0,1,0,jacksonville,885.1968736652633
0,1,0,jacksonville,701.4526421878874
0,0,1,denver,820.4727375401939
1,0,0,indianapolis,845.1881361951347
1,0,0,washington,872.7751796619141
0,0,1,austin,917.1358125655114
0,1,0,fort worth,755.4407718874883
1,0,0,san diego,863.344604093327
0,0,1,san jose,852.0611404746918
1,0,0,san diego,906.7544107601752
0,1,0,washington,697.9691251492521
0,0,1,san diego,864.3547860432558
0,0,1,dallas,815.3315278930538
0,0,1,san antonio,743.4982349145066
0,0,1,columbus,926.6806538086266
0,0,1,los angeles,856.862883307296
0,1,0,austin,740.1304929912731
1,0,0,san diego,932.3566466104428
1,0,0,fort worth,854.8305340324235
1,0,0,san francisco,833.1117155139665
1,0,0,chicago,887.465147038713
1,0,0,columbus,832.8923072405199
0,0,1,san francisco,858.6516314416224
0,0,1,los angeles,817.9245163305415
1,0,0,denver,813.7210441260007
0,0,1,jacksonville,843.2233075982291
1,0,0,washington,787.8953510914766
1,0,0,houston,846.8731387194941
0,1,0,chicago,804.8626889006495
0,1,0,phoenix,922.530539536777
